Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Kenya,KEN,2000,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,6.524564081
Kenya,KEN,1999,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,4.53753743
Kenya,KEN,1998,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,6.647292251
Kenya,KEN,1997,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,0.183838449
Kenya,KEN,1993,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,4.129531249
Kenya,KEN,2019,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,90.8
Kenya,KEN,2018,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,87.58280182
Kenya,KEN,2017,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,84.05198669
Kenya,KEN,2016,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,84.3
Kenya,KEN,2015,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,78.1
Kenya,KEN,2014,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,68.4
Kenya,KEN,2013,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,72.92440796
Kenya,KEN,2012,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,71.11980438
Kenya,KEN,2011,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,69.31048584
Kenya,KEN,2010,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,58.2
Kenya,KEN,2009,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,65.6
Kenya,KEN,2008,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,63.86961746
Kenya,KEN,2007,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,62.06539536
Kenya,KEN,2006,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,60.27316666
Kenya,KEN,2005,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,58.49729919
Kenya,KEN,2004,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,56.74193192
Kenya,KEN,2003,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,50.2
Kenya,KEN,2002,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,53.2821579
Kenya,KEN,2001,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,51.56413651
Kenya,KEN,2000,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,49.84477997
Kenya,KEN,1999,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,48.79181671
Kenya,KEN,1998,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,47.5
Kenya,KEN,1997,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,45.91858673
Kenya,KEN,1996,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,44.44884872
Kenya,KEN,1995,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,42.95762253
Kenya,KEN,1994,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,41.44920731
Kenya,KEN,1993,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,42.5
Kenya,KEN,2019,Access to electricity (% of population),EG.ELC.ACCS.ZS,69.7
Kenya,KEN,2018,Access to electricity (% of population),EG.ELC.ACCS.ZS,61.43641663
Kenya,KEN,2017,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.09143066
Kenya,KEN,2016,Access to electricity (% of population),EG.ELC.ACCS.ZS,53.1
Kenya,KEN,2015,Access to electricity (% of population),EG.ELC.ACCS.ZS,41.6
Kenya,KEN,2014,Access to electricity (% of population),EG.ELC.ACCS.ZS,36
Kenya,KEN,2013,Access to electricity (% of population),EG.ELC.ACCS.ZS,39.93959045
Kenya,KEN,2012,Access to electricity (% of population),EG.ELC.ACCS.ZS,37.96532059
Kenya,KEN,2011,Access to electricity (% of population),EG.ELC.ACCS.ZS,36.01516342
Kenya,KEN,2010,Access to electricity (% of population),EG.ELC.ACCS.ZS,19.2
Kenya,KEN,2009,Access to electricity (% of population),EG.ELC.ACCS.ZS,23
Kenya,KEN,2008,Access to electricity (% of population),EG.ELC.ACCS.ZS,30.30339813
Kenya,KEN,2007,Access to electricity (% of population),EG.ELC.ACCS.ZS,28.42663383
Kenya,KEN,2006,Access to electricity (% of population),EG.ELC.ACCS.ZS,26.55305481
Kenya,KEN,2005,Access to electricity (% of population),EG.ELC.ACCS.ZS,24.67642593
Kenya,KEN,2004,Access to electricity (% of population),EG.ELC.ACCS.ZS,22.79066277
Kenya,KEN,2003,Access to electricity (% of population),EG.ELC.ACCS.ZS,16
Kenya,KEN,2002,Access to electricity (% of population),EG.ELC.ACCS.ZS,18.98517036
Kenya,KEN,2001,Access to electricity (% of population),EG.ELC.ACCS.ZS,17.0676403
Kenya,KEN,2000,Access to electricity (% of population),EG.ELC.ACCS.ZS,15.14182186
Kenya,KEN,1999,Access to electricity (% of population),EG.ELC.ACCS.ZS,13.18924904
Kenya,KEN,1998,Access to electricity (% of population),EG.ELC.ACCS.ZS,14.5
Kenya,KEN,1997,Access to electricity (% of population),EG.ELC.ACCS.ZS,8.82679081
Kenya,KEN,1996,Access to electricity (% of population),EG.ELC.ACCS.ZS,6.647871494
Kenya,KEN,1995,Access to electricity (% of population),EG.ELC.ACCS.ZS,4.471945763
Kenya,KEN,1994,Access to electricity (% of population),EG.ELC.ACCS.ZS,2.298414946
Kenya,KEN,1993,Access to electricity (% of population),EG.ELC.ACCS.ZS,10.9
Kenya,KEN,2015,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,72.66275251
Kenya,KEN,2014,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,75.5181686
Kenya,KEN,2013,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,77.13674631
Kenya,KEN,2012,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,78.49761951
Kenya,KEN,2011,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,77.0836394
Kenya,KEN,2010,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,76.27312323
Kenya,KEN,2009,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,78.14866866
Kenya,KEN,2008,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,80.47635004
Kenya,KEN,2007,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,80.26257842
Kenya,KEN,2006,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.76778456
Kenya,KEN,2005,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,81.22574422
Kenya,KEN,2004,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,82.27362614
Kenya,KEN,2003,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,83.18299028
Kenya,KEN,2002,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,80.54352768
Kenya,KEN,2001,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,80.23601499
Kenya,KEN,2000,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.03537161
Kenya,KEN,1999,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.45869997
Kenya,KEN,1998,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.67732846
Kenya,KEN,1997,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.53796915
Kenya,KEN,1996,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,78.73470094
Kenya,KEN,1995,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.51198685
Kenya,KEN,1994,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,80.83032369
Kenya,KEN,1993,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,80.20642471
Kenya,KEN,1992,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.44379516
Kenya,KEN,1991,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,78.82613152
Kenya,KEN,1990,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,77.5040046
Kenya,KEN,2016,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2015,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2014,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2013,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2012,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2011,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2010,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2009,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2008,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2007,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2006,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2005,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2004,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2003,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2002,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2001,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2000,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1999,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1998,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1997,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1996,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1995,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1994,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1993,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1992,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1991,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1990,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1989,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1988,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1987,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1986,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1985,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1984,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1983,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1982,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1981,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1980,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1979,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1978,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1977,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1976,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1975,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1974,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1973,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1972,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1971,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1970,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1969,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1968,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1967,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1966,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1965,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1964,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1963,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1962,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1961,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,1960,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0
Kenya,KEN,2016,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,13263.539
Kenya,KEN,2015,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,12530.139
Kenya,KEN,2014,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,10252.932
Kenya,KEN,2013,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9801.891
Kenya,KEN,2012,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9292.178
Kenya,KEN,2011,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,10208.928
Kenya,KEN,2010,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9695.548
Kenya,KEN,2009,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,10329.939
Kenya,KEN,2008,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,8419.432
Kenya,KEN,2007,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,8159.075
Kenya,KEN,2006,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,8045.398
Kenya,KEN,2005,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,7172.652
Kenya,KEN,2004,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,6446.586
Kenya,KEN,2003,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,5683.85
Kenya,KEN,2002,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,6970.967
Kenya,KEN,2001,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,8536.776
Kenya,KEN,2000,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9669.879
Kenya,KEN,1999,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9259.175
Kenya,KEN,1998,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9130.83
Kenya,KEN,1997,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,7271.661
Kenya,KEN,1996,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,8071.067
Kenya,KEN,1995,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,6406.249
Kenya,KEN,1994,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,5540.837
Kenya,KEN,1993,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,5291.481
Kenya,KEN,1992,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4367.397
Kenya,KEN,1991,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3777.01
Kenya,KEN,1990,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4668.091
Kenya,KEN,1989,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4235.385
Kenya,KEN,1988,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3868.685
Kenya,KEN,1987,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4272.055
Kenya,KEN,1986,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3281.965
Kenya,KEN,1985,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3116.95
Kenya,KEN,1984,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3424.978
Kenya,KEN,1983,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3780.677
Kenya,KEN,1982,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3956.693
Kenya,KEN,1981,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,5639.846
Kenya,KEN,1980,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,5518.835
Kenya,KEN,1979,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4572.749
Kenya,KEN,1978,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4627.754
Kenya,KEN,1977,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4316.059
Kenya,KEN,1976,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3949.359
Kenya,KEN,1975,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4407.734
Kenya,KEN,1974,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4349.062
Kenya,KEN,1973,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3333.303
Kenya,KEN,1972,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3366.306
Kenya,KEN,1971,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3072.946
Kenya,KEN,1970,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2467.891
Kenya,KEN,1969,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2724.581
Kenya,KEN,1968,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2442.222
Kenya,KEN,1967,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2332.212
Kenya,KEN,1966,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2310.21
Kenya,KEN,1965,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2082.856
Kenya,KEN,1964,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2526.563
Kenya,KEN,1963,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2570.567
Kenya,KEN,1962,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2332.212
Kenya,KEN,1961,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2141.528
Kenya,KEN,1960,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2141.528
Kenya,KEN,2018,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,11090
Kenya,KEN,2017,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,10950
Kenya,KEN,2016,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,10810
Kenya,KEN,2015,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,10660
Kenya,KEN,2014,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,10170
Kenya,KEN,2013,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,9670
